Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location,latlng,lat,lng
12-19582,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,01/12/2023,07300003200,Gaylord Hotel Ryman Courtyard,,2800  Opryland DR,Nashville,TN,37214.0,15.0,37015300.0,"2800 Opryland DR
Nashville, TN 37214
(36.21283, -86.69776)","36.21283, -86.69776",36.21283, -86.69776
10-19140,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2009,01/14/2010,05108011000,Las Maracas Mexican Rest. 4,Las Maracas Madison Inc.,1107  Gallatin PIKE,Nashville,TN,37115.0,7.0,37010702.0,"1107 Gallatin PIKE
Nashville, TN 37115
(36.249154, -86.719561)","36.249154, -86.719561",36.249154, -86.719561
15-17217,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,17100013000,Walgreens,Walgreen Co,101  Franklin PIKE,Brentwood,TN,37027.0,34.0,37018700.0,"101 Franklin PIKE
Brentwood, TN 37027
(36.036581, -86.786881)","36.036581, -86.786881",36.036581, -86.786881
12-16862,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/19/2011,02/09/2012,11811017900,Wal-Mart Store,Wal-Mart Stores East LP,2421  Powell AVE,Nashville,TN,37204.0,16.0,37980200.0,"2421 Powell AVE
Nashville, TN 37204
(36.111652, -86.767602)","36.111652, -86.767602",36.111652, -86.767602
17-25153,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/2017,04/12/2018,09306308200,DIERKS BENTLEY'S WHISKEY ROW,,400  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"400 BROADWAY
NASHVILLE, TN 37203
(36.160966, -86.777347)","36.160966, -86.777347",36.160966, -86.777347
17-20465,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2017,04/04/2017,09216009000,Hayes Street Hotel,"MHF West End Operating V, LLC",1913  Hayes ST,Nashville,TN,37203.0,21.0,37019500.0,"1913 Hayes ST
Nashville, TN 37203
(36.152918, -86.79895)","36.152918, -86.79895",36.152918, -86.79895
08-18831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2008,04/11/2008,14810013900,Mi Cantina Y Billar Las Nenas,"Arcatao, Inc.",3918  Apache TRL,Antioch,TN,37013.0,30.0,37019108.0,"3918 Apache TRL
Antioch, TN 37013
(36.068323, -86.693762)","36.068323, -86.693762",36.068323, -86.693762
21-27041,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2021,05/27/2021,093063A00300CO,BLANCO TACOS + TEQUILA,Leezie Kim,530  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"530 BROADWAY
NASHVILLE, TN 37203
(36.16029, -86.77886)","36.16029, -86.77886",36.16029, -86.77886
15-17228,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,13500040000,Walgreens,Walgreen Co.,2244  Murfreesboro PIKE,Nashville,TN,37217.0,29.0,37015612.0,"2244 Murfreesboro PIKE
Nashville, TN 37217
(36.088424, -86.649584)","36.088424, -86.649584",36.088424, -86.649584
15-20047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2014,01/29/2015,09313000600,DeSano Pizza Bakery,Antico Nashville - Music Row LLC,115  16th AVE S,Nashville,TN,37203.0,19.0,37019500.0,"115 16th AVE S
Nashville, TN 37203
(36.153031, -86.792088)","36.153031, -86.792088",36.153031, -86.792088
94-15808,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/19/1993,02/01/1994,11500000100,VFW Post 1970,West Nashville Veterans of Foreign Wars Post 1970,7220  OLD CHARLOTTE PIKE,NASHVILLE,TN,37209.0,35.0,37018301.0,"7220 OLD CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12144, -86.921085)","36.12144, -86.921085",36.12144, -86.921085
15-17241,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/28/2015,02/12/2015,13306025200,Mi Ranchito Market,Rosalia M. Rodriguez,312  Natchez CT,Nashville,TN,37211.0,16.0,37017402.0,"312 Natchez CT
Nashville, TN 37211
(36.093904, -86.7348)","36.093904, -86.7348",36.093904, -86.7348
17-01015,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/16/2016,01/12/2017,08309018200,Bongo East Cafe,Bongo Productions LLC,107  11th ST S,Nashville,TN,37206.0,6.0,37019200.0,"107 11th ST S
Nashville, TN 37206
(36.177064, -86.749944)","36.177064, -86.749944",36.177064, -86.749944
16-01013,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/23/2016,12/14/2016,09114010900,Sir Pizza,BJA Inc.,5418  Charlotte AVE,Nashville,TN,37209.0,24.0,37013400.0,"5418 Charlotte AVE
Nashville, TN 37209
(36.151188, -86.85361)","36.151188, -86.85361",36.151188, -86.85361
19-25868,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/05/2019,03/29/2019,09601001000,PHAT BITES,,2730  LEBANON PIKE,NASHVILLE,TN,37214.0,15.0,37015300.0,"2730 LEBANON PIKE
NASHVILLE, TN 37214
(36.168398, -86.665931)","36.168398, -86.665931",36.168398, -86.665931
17-25043,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2017,06/08/2017,09216043600,KIMPTON AERTSON HOTEL,,2021  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"2021 BROADWAY
NASHVILLE, TN 37203
(36.14899, -86.798708)","36.14899, -86.798708",36.14899, -86.798708
17-20455,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/30/2016,03/09/2017,07116018300,Germantown Cafe,"GTC Holdings, LLC",1200  5th ST N,Nashville,TN,37208.0,5.0,37011800.0,"1200 5th ST N
Nashville, TN 37208
(36.19262, -86.762061)","36.19262, -86.762061",36.19262, -86.762061
17-25030,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2017,06/09/2017,14700000800,LAS CAZUELAS MEXICAN GRILL,,4114  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,30.0,37019004.0,"4114 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.078589, -86.726047)","36.078589, -86.726047",36.078589, -86.726047
10-16738,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/26/2010,11/18/2010,09514012200,Speedy Mart,"Rushal, Inc.",2011  Elm Hill PIKE,Nashville,TN,37210.0,15.0,37019600.0,"2011 Elm Hill PIKE
Nashville, TN 37210
(36.150336, -86.698179)","36.150336, -86.698179",36.150336, -86.698179
18-25477,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2018,09/27/2018,08208032000,LYRA,,935 W EASTLAND AVE,NASHVILLE,TN,37206.0,5.0,37011700.0,"935 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184294, -86.754242)","36.184294, -86.754242",36.184294, -86.754242
17-25162,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/09/2017,08/31/2017,08601008100,NADEEN'S,,3410  LEBANON PIKE,HERMITAGE,TN,37076.0,14.0,37015402.0,"3410 LEBANON PIKE
HERMITAGE, TN 37076
(36.188797, -86.628445)","36.188797, -86.628445",36.188797, -86.628445
18-25356,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/01/2018,12/07/2018,03409017300,EL AGUAJE,,1501  GALLATIN PIKE N,MADISON,TN,37115.0,10.0,37010401.0,"1501 GALLATIN PIKE N
MADISON, TN 37115
(36.28756, -86.705047)","36.28756, -86.705047",36.28756, -86.705047
94-15716,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/1993,02/01/1994,10510018300,Zanies Comedy Showplace,Zaniemak's Inc.,2025  8th AVE S,Nashville,TN,37204.0,17.0,37016200.0,"2025 8th AVE S
Nashville, TN 37204
(36.132464, -86.779193)","36.132464, -86.779193",36.132464, -86.779193
15-00176,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/30/2015,12/15/2015,13400022000,Bounty Bev,Bounty Bev LLC,414  Harding Industrial DR,Nashville,TN,37211.0,13.0,37015613.0,"414 Harding Industrial DR
Nashville, TN 37211
(36.091493, -86.690974)","36.091493, -86.690974",36.091493, -86.690974
15-17230,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,11909012200,Walgreens,Walgreen Co.,2819  Nolensville PIKE,Nashville,TN,37211.0,16.0,37017300.0,"2819 Nolensville PIKE
Nashville, TN 37211
(36.111683, -86.745593)","36.111683, -86.745593",36.111683, -86.745593
12-19502,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/06/2012,08/09/2012,08309047100,Lockeland Table,"1520 Woodland, LLC",1520  Woodland ST,Nashville,TN,37206.0,6.0,37012100.0,"1520 Woodland ST
Nashville, TN 37206
(36.176919, -86.74209)","36.176919, -86.74209",36.176919, -86.74209
94-15872,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/01/1994,02/01/1994,09601007400,Donelson Bowl,Crescent Bowling Company,117  Donelson PIKE,Nashville,TN,37214.0,15.0,37015501.0,"117 Donelson PIKE
Nashville, TN 37214
(36.165972, -86.663576)","36.165972, -86.663576",36.165972, -86.663576
16-20322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/28/2016,08/16/2016,10200011000,Outback Steakhouse,Outback Steakhouse of Florida LLC,6840  Charlotte PIKE,Nashville,TN,37209.0,20.0,37018201.0,"6840 Charlotte PIKE
Nashville, TN 37209
(36.132507, -86.893976)","36.132507, -86.893976",36.132507, -86.893976
12-19606,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2012,10/11/2012,06200023300,Nashville Nightlife Dinner The,Murrell-Janson Inc.,2416  Music Valley DR  139,Nashville,TN,37214.0,15.0,37015300.0,"2416 Music Valley DR 139
Nashville, TN 37214
(36.218524, -86.695398)","36.218524, -86.695398",36.218524, -86.695398
10-19236,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2010,01/13/2011,06200011800,Caney Fork River Valley Grille,"Caney Fork, LLC",2400  Music Valley DR,Nashville,TN,37214.0,15.0,37015300.0,"2400 Music Valley DR
Nashville, TN 37214
(36.217559, -86.696294)","36.217559, -86.696294",36.217559, -86.696294
18-25796,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2018,03/20/2019,08111041400,THE SOUTHERN V,"Clifton L. Hancock IV, Tiffany Hancock",1200  BUCHANAN ST,NASHVILLE,TN,37208.0,21.0,37013700.0,"1200 BUCHANAN ST
NASHVILLE, TN 37208
(36.180172, -86.806968)","36.180172, -86.806968",36.180172, -86.806968
18-25494,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2018,07/26/2018,08212027000,KOI SUSHI & THAI-EAST LLC,,923  MAIN ST,NASHVILLE,TN,37206.0,6.0,37011900.0,"923 MAIN ST
NASHVILLE, TN 37206
(36.176908, -86.754745)","36.176908, -86.754745",36.176908, -86.754745
09-16484,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/30/2009,04/23/2009,11905030800,Mini Market,Hafiz Yafai,2600  Foster AVE,Nashville,TN,37210.0,16.0,37017300.0,"2600 Foster AVE
Nashville, TN 37210
(36.117077, -86.743393)","36.117077, -86.743393",36.117077, -86.743393
15-20197,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2015,10/13/2015,04216019200,Fonda El Cubilete,Fonda El Cubilete LLC,310  Gallatin PIKE,Madison,TN,37115.0,8.0,37010701.0,"310 Gallatin PIKE
Madison, TN 37115
(36.259768, -86.713065)","36.259768, -86.713065",36.259768, -86.713065
06-16079,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/16/2005,01/12/2006,06904008701,Hunters Hometown Foods,"Hunter Foods, Inc.",3910  Clarksville PIKE,Nashville,TN,37218.0,1.0,37012801.0,"3910 Clarksville PIKE
Nashville, TN 37218
(36.208659, -86.839525)","36.208659, -86.839525",36.208659, -86.839525
11-16780,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/01/2011,04/06/2011,16204000500,Express Market,"RM Alazab, Inc.",2408  Antioch PIKE,Antioch,TN,37013.0,28.0,37015627.0,"2408 Antioch PIKE
Antioch, TN 37013
(36.060293, -86.672958)","36.060293, -86.672958",36.060293, -86.672958
13-19669,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/28/2012,01/24/2013,08214001300,3rd and Linsdley Bar & Grill,Vinman Corporation,812  3rd AVE S,Nashville,TN,37210.0,19.0,37019400.0,"812 3rd AVE S
Nashville, TN 37210
(36.152064, -86.770089)","36.152064, -86.770089",36.152064, -86.770089
07-16226,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/30/2006,02/14/2007,14703005200,Wal-Mart Supercenter,"Wal-Mart Stores East, LP",4040  Nolensville PIKE,Nashville,TN,37211.0,26.0,37019006.0,"4040 Nolensville PIKE
Nashville, TN 37211
(36.081531, -86.726926)","36.081531, -86.726926",36.081531, -86.726926
18-25572,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/27/2018,12/04/2018,05108002400,MADISON SHELL,,1190  GALLATIN PIKE,MADISON,TN,37115.0,8.0,37010702.0,"1190 GALLATIN PIKE
MADISON, TN 37115
(36.248268, -86.720164)","36.248268, -86.720164",36.248268, -86.720164
18-25787,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2018,03/14/2019,09306105700,Dream Hotel Nashville,Alexander Marks,210  4TH AVE N,NASHVILLE,TN,37219.0,19.0,37019500.0,"210 4TH AVE N
NASHVILLE, TN 37219
(36.164107, -86.779204)","36.164107, -86.779204",36.164107, -86.779204
97-14842,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/18/1997,12/04/1997,06900003700,Kroger Food & Drug,Kroger Limited Partnership,3930  Clarksville PIKE,Nashville,TN,37218.0,1.0,37012801.0,"3930 Clarksville PIKE
Nashville, TN 37218
(36.209637, -86.839266)","36.209637, -86.839266",36.209637, -86.839266
07-18701,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2007,07/26/2007,13306021800,Taqueria El Tapatio,"Taqueria El Tapatio, Inc.",3609  Nolensville PIKE,Nashville,TN,37211.0,16.0,37017500.0,"3609 Nolensville PIKE
Nashville, TN 37211
(36.096905, -86.738064)","36.096905, -86.738064",36.096905, -86.738064
17-25319,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2017,03/28/2019,11806016300,HAI SUSHI AND PHO,,816  GALE LN,NASHVILLE,TN,37204.0,17.0,37017100.0,"816 GALE LN
NASHVILLE, TN 37204
(36.118946, -86.775757)","36.118946, -86.775757",36.118946, -86.775757
16-20236,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/28/2016,02/17/2016,10713015700,Delicias de el Salvador,Silvia R. Alvarado,1086  Murfreesboro PIKE,Nashville,TN,37217.0,13.0,37015803.0,"1086 Murfreesboro PIKE
Nashville, TN 37217
(36.127136, -86.711517)","36.127136, -86.711517",36.127136, -86.711517
15-20203,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/22/2015,11/04/2015,11801012400,Bartaco,Bartaco 12 South LLC,2526  12th AVE S,Nashville,TN,37204.0,17.0,37017000.0,"2526 12th AVE S
Nashville, TN 37204
(36.123989, -86.789755)","36.123989, -86.789755",36.123989, -86.789755
02-17934,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2002,08/01/2002,13204000200,Rafferty's Restaurant & Bar,"Horizon Restaurant Group, Inc.",4041  Armory Oaks DR,Nashville,TN,37204.0,16.0,37980200.0,"4041 Armory Oaks DR
Nashville, TN 37204
(36.104669, -86.761944)","36.104669, -86.761944",36.104669, -86.761944
17-25165,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2017,05/24/2018,09311024500,THE LISTENING ROOM CAFE,,618  4TH AVE S,NASHVILLE,TN,37210.0,19.0,37019500.0,"618 4TH AVE S
NASHVILLE, TN 37210
(36.153406, -86.772261)","36.153406, -86.772261",36.153406, -86.772261
17-25110,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/05/2017,07/05/2017,08212032300,EDLEY'S BAR-B-QUE EAST,,908  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"908 MAIN ST
NASHVILLE, TN 37206
(36.17623, -86.756523)","36.17623, -86.756523",36.17623, -86.756523
15-20154,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/27/2015,07/30/2015,06200015400,John A's Little Palace,John A's Little Palace LLC,2421  Music Valley DR,Nashville,TN,37214.0,15.0,37015300.0,"2421 Music Valley DR
Nashville, TN 37214
(36.218994, -86.694334)","36.218994, -86.694334",36.218994, -86.694334
16-20238,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/11/2016,02/19/2016,10501023300,Old Glory,Old Glory LLC,1200  Villa PL  103,Nashville,TN,37212.0,17.0,37016300.0,"1200 Villa PL 103
Nashville, TN 37212
(36.142756, -86.791967)","36.142756, -86.791967",36.142756, -86.791967
15-17292,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/02/2015,11/19/2015,05108012900,Super Fiesta Latina,Nashwan Mahyowb,107  Due West AVE E,Madison,TN,37115.0,7.0,37010702.0,"107 Due West AVE E
Madison, TN 37115
(36.24794, -86.718801)","36.24794, -86.718801",36.24794, -86.718801
05-18295,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/20/2005,02/10/2005,13102005100,"Noshville Delicatessen II, LLC","Noshville Delicatessen II, LLC",4014  Hillsboro PIKE,Nashville,TN,37215.0,25.0,37017901.0,"4014 Hillsboro PIKE
Nashville, TN 37215
(36.103521, -86.815917)","36.103521, -86.815917",36.103521, -86.815917
18-25763,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/02/2018,11/15/2018,09116016900,MAPCO #3338,,4211  CHARLOTTE AVE,NASHVILLE,TN,37209.0,24.0,37013400.0,"4211 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152327, -86.838148)","36.152327, -86.838148",36.152327, -86.838148
15-20073,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/02/2015,03/24/2015,04212007300,Wingstop Madison,"TCBWS4, LLC",127  Gallatin PIKE N,Madison,TN,37115.0,8.0,37010402.0,"127 Gallatin PIKE N
Madison, TN 37115
(36.263329, -86.711813)","36.263329, -86.711813",36.263329, -86.711813
15-17257,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/23/2015,05/14/2015,06004010300,Saint George Shell,Baheg Habib,3123  Dickerson PIKE,Nashville,TN,37207.0,8.0,37011001.0,"3123 Dickerson PIKE
Nashville, TN 37207
(36.231985, -86.758837)","36.231985, -86.758837",36.231985, -86.758837
14-00959,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/23/2014,05/08/2014,13310004200,La Rancherita Supermarket,La Rancherita Supermarket LLC,3759  Nolensville PIKE,Nashville,TN,37211.0,26.0,37017500.0,"3759 Nolensville PIKE
Nashville, TN 37211
(36.09189, -86.735426)","36.09189, -86.735426",36.09189, -86.735426
17-25293,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/25/2017,11/26/2018,09100004100,SOUTHERN GRIST BREWING COMPANY,,5012  CENTENNIAL BLVD,NASHVILLE,TN,37209.0,20.0,37013000.0,"5012 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.162281, -86.847761)","36.162281, -86.847761",36.162281, -86.847761
12-16881,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/07/2012,04/12/2012,14200004900,Twicedaily,"Tri-Star Energy, LLC",7201  Highway 70  S,Nashville,TN,37221.0,22.0,37018410.0,"7201 Highway 70 S
Nashville, TN 37221
(36.073904, -86.926959)","36.073904, -86.926959",36.073904, -86.926959
18-25378,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/13/2018,03/08/2018,10801006300,RACEWAY 960,,577  DONELSON PIKE,NASHVILLE,TN,37214.0,15.0,37015502.0,"577 DONELSON PIKE
NASHVILLE, TN 37214
(36.14346, -86.666616)","36.14346, -86.666616",36.14346, -86.666616
17-20492,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2017,05/04/2017,09306408500,Avenue Diner,"Avenue Diner, LLC",200  3rd AVE S,Nashville,TN,37201.0,19.0,37019500.0,"200 3rd AVE S
Nashville, TN 37201
(36.159468, -86.774611)","36.159468, -86.774611",36.159468, -86.774611
16-17375,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,14200017800,Mapco Mart 3411,Mapco Express Inc,7101  HIGHWAY 70  S,NASHVILLE,TN,37221.0,34.0,37018404.0,"7101 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074308, -86.921537)","36.074308, -86.921537",36.074308, -86.921537
13-17073,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/11/2013,09/26/2013,10510018200,Twicedaily,"Tri-Star Energy, LLC",2017  8th AVE S,Nashville,TN,37204.0,17.0,37016200.0,"2017 8th AVE S
Nashville, TN 37204
(36.132561, -86.779214)","36.132561, -86.779214",36.132561, -86.779214
17-25309,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/16/2017,12/08/2017,10200008400,"EL SOMBRERO 2, INC.",,7066  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,35.0,37018301.0,"7066 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12865, -86.906514)","36.12865, -86.906514",36.12865, -86.906514
17-25068,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/26/2017,06/29/2017,11804007800,RESTAURANTE EL PARAISO INC.,,2209  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,17.0,37017200.0,"2209 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.125417, -86.752351)","36.125417, -86.752351",36.125417, -86.752351
02-15527,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/26/2001,02/01/2002,10200008700,Wal-Mart Supercenter,"Wal-Mart Stores East, LP",7044  Charlotte PIKE,Nashville,TN,37209.0,35.0,37018301.0,"7044 Charlotte PIKE
Nashville, TN 37209
(36.129191, -86.905123)","36.129191, -86.905123",36.129191, -86.905123
12-16908,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/13/2012,06/28/2012,04313004900,Discount Beer & Tobacco,Emad E. Shaker,208  Old Hickory BLVD E,Madison,TN,37115.0,9.0,37010701.0,"208 Old Hickory BLVD E
Madison, TN 37115
(36.262352, -86.710435)","36.262352, -86.710435",36.262352, -86.710435
05-16017,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/29/2004,06/27/2005,06700014900,Lewis Country Store and More,"Lewis Country Store and More, LLC",5106  Old Hickory BLVD,Nashville,TN,37218.0,1.0,37013100.0,"5106 Old Hickory BLVD
Nashville, TN 37218
(36.212655, -86.920415)","36.212655, -86.920415",36.212655, -86.920415
17-25163,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/09/2017,09/28/2017,09111023000,51 NORTH TAPROOM,,704  51ST AVE N,NASHVILLE,TN,37209.0,20.0,37013300.0,"704 51ST AVE N
NASHVILLE, TN 37209
(36.155785, -86.848763)","36.155785, -86.848763",36.155785, -86.848763
14-17195,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/24/2014,11/10/2014,01700007000,Galbreath Shop Rite,"Bhavia, Inc.",5778  Lickton PIKE,Goodlettsville,TN,37072.0,3.0,37010202.0,"5778 Lickton PIKE
Goodlettsville, TN 37072
(36.334308, -86.778892)","36.334308, -86.778892",36.334308, -86.778892
13-17082,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/01/2013,05/19/2017,07107002500,Nashville Discount Tobacco,Souze Shamshoon Beshara,2321  DICKERSON PIKE,NASHVILLE,TN,37207.0,5.0,37011300.0,"2321 DICKERSON PIKE
NASHVILLE, TN 37207
(36.208293, -86.767347)","36.208293, -86.767347",36.208293, -86.767347
18-25815,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2018,03/28/2019,07500021000,EL TORO LOCO,Humberto C Villegas,3915  LEBANON PIKE,HERMITAGE,TN,37076.0,14.0,37015404.0,"3915 LEBANON PIKE
HERMITAGE, TN 37076
(36.195708, -86.621624)","36.195708, -86.621624",36.195708, -86.621624
17-20483,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/27/2017,04/27/2017,09314055500,Rudy's Jazz Room,Rudy's Jazz Room LLC,809  Gleaves ST,Nashville,TN,37203.0,19.0,37019500.0,"809 Gleaves ST
Nashville, TN 37203
(36.15181, -86.779393)","36.15181, -86.779393",36.15181, -86.779393
17-25329,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/19/2017,03/01/2018,08213030600,GEIST,,311  JEFFERSON ST,NASHVILLE,TN,37208.0,19.0,37019400.0,"311 JEFFERSON ST
NASHVILLE, TN 37208
(36.174717, -86.785749)","36.174717, -86.785749",36.174717, -86.785749
08-18849,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2007,06/02/2008,10200009300,Red Robin America's Gourmet Bu,Red Robin International Inc.,6802  Charlotte PIKE,Nashville,TN,37209.0,20.0,37018201.0,"6802 Charlotte PIKE
Nashville, TN 37209
(36.134736, -86.88807)","36.134736, -86.88807",36.134736, -86.88807
05-18354,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/07/2005,07/14/2005,11806016300,Las Palmas Mexican Rest.,"Palmas Verdes #4, LLC",816  GALE LN,NASHVILLE,TN,37204.0,17.0,37017100.0,"816 GALE LN
NASHVILLE, TN 37204
(36.118946, -86.775757)","36.118946, -86.775757",36.118946, -86.775757
06-16096,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/16/2005,02/09/2006,18100000700,Publix Supermarkets,"Publix Tennessee, LLC",10638  Concord RD,Brentwood,TN,37027.0,4.0,37019115.0,"10638 Concord RD
Brentwood, TN 37027
(35.99628, -86.69047)","35.99628, -86.69047",35.99628, -86.69047
15-20099,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/06/2015,05/14/2015,09306204900,The Stillery,Gias LLC,113  2nd AVE N,Nashville,TN,37201.0,19.0,37019500.0,"113 2nd AVE N
Nashville, TN 37201
(36.162361, -86.775485)","36.162361, -86.775485",36.162361, -86.775485
